Crime_Type,Slope,Intercept,MAE,MSE,RMSE,R2,Total_Count
"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS) - By Neighbours",-0.3499999999999999,4.861111111111111,1.5901234567901237,4.393209876543209,2.0959985392512106,0.15675355450236972,28.0
ARMS ACT 1966 - Factory Made - Prohibited Bore - In Other Area,-0.35000000000000003,5.638888888888889,1.4148148148148147,2.6154320987654316,1.6172297606603188,0.23794964028777,35.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - CSAM (Child Pornography). Cyber Tip Line,-0.3666666666666667,3.5,1.7703703703703704,4.214814814814814,2.0530014161745758,0.17536231884057973,15.0
MOLESTATION (Sec.354 IPC/74 BNS) - Other Places,-0.3833333333333337,221.25,14.42222222222222,323.4648148148148,17.985127600737638,0.003019406392694046,1974.0
"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS) - Attempt to Commit",-0.4000000000000001,3.666666666666667,1.1703703703703703,2.0444444444444443,1.429840705968481,0.34285714285714275,15.0
ATTEMPT TO MURDER (Sec. 307 IPC/109BNS) - Due to Personal Vendetta or enemity,-0.4000000000000001,8.444444444444445,3.1160493827160494,12.513580246913582,3.5374539215251386,0.07854545454545447,58.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Extortion,-0.41666666666666663,24.63888888888889,2.4938271604938276,9.089506172839506,3.014880789158919,0.11295180722891562,203.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - ATM Fraud,-0.41666666666666663,3.3055555555555554,0.95679012345679,1.4598765432098764,1.2082535094961968,0.4422169811320755,11.0
Attempt to Commit Murder for dowry by other means (Sec.307 IPC),-0.41666666666666674,3.416666666666667,0.8148148148148149,1.287037037037037,1.1344765475923408,0.4734848484848486,12.0
DOWRY DEATHS (Sec.304(B) IPC/80 BNS) - By Husband And Relatives In Law,-0.41666666666666674,5.083333333333334,0.8888888888888888,1.0648148148148147,1.0318986456114838,0.5208333333333334,27.0
"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS) - Judicial Official",-0.41666666666666674,4.083333333333334,0.5740740740740741,0.3981481481481482,0.6309898162000305,0.7440476190476191,18.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Deep Fake/Deep Nudes,-0.43333333333333335,4.055555555555555,0.8370370370370368,1.0691358024691358,1.0339902332561637,0.5393617021276595,17.0
Attempting to commit offences (Sec.511 IPC/62 BNS) - Attempting to commit offences,-0.43333333333333357,21.055555555555557,3.390123456790123,15.735802469135804,3.9668378425561843,0.07369186046511622,170.0
"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS) - Death Causeed By Electric Shock",-0.45000000000000007,9.25,4.144444444444444,24.650000000000002,4.964876634922564,0.05192307692307685,63.0
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - Preparation And Assembly for Dacoity",-0.4500000000000001,7.138888888888889,1.5234567901234566,3.415432098765431,1.8480887691789676,0.2832901554404147,44.0
KARNATAKA STATE LOCAL ACTS - Other Local Acts,-0.45000000000000023,17.13888888888889,7.476543209876543,73.63765432098765,8.581238507406006,0.0180029634507739,134.0
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Others,-0.4833333333333333,19.083333333333336,3.603703703703703,18.220370370370365,4.268532578108121,0.07874531835206,150.0
INDIAN MOTOR VEHICLE,-0.48333333333333345,9.75,3.333333333333333,23.33148148148148,4.830267226715462,0.06257440476190479,66.0
"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS) - Other Forgery",-0.49999999999999994,16.944444444444443,4.283950617283951,27.469135802469136,5.241100628920336,0.05720338983050843,130.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Hacking of Accounts & Ids,-0.5000000000000001,15.277777777777779,7.08641975308642,68.06172839506172,8.249953235931809,0.023902266288951868,115.0
ATTEMPT TO MURDER (Sec. 307 IPC/109BNS) - Revenge/Enemity,-0.5000000000000002,23.166666666666668,3.2222222222222223,15.444444444444445,3.929942040850532,0.09740259740259738,186.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Business Fraud,-0.5166666666666665,12.916666666666666,4.37037037037037,27.10925925925926,5.206655285234395,0.06160256410256404,93.0
COPY RIGHT ACT 1958 - By Individual,-0.5166666666666667,8.805555555555555,1.5074074074074073,4.39320987654321,2.095998539251211,0.2882999999999999,56.0
CONSUMER - Liquified Petroleum Gas Supply & Control Order 2000,-0.5333333333333335,10.88888888888889,2.5580246913580247,8.054320987654322,2.838013563683994,0.19057071960297767,74.0
"Murder (Sec.302/303 IPC/103,104 BNS) - Civil Disputes",-0.5333333333333335,6.666666666666668,1.1259259259259262,1.6592592592592597,1.2881223774390613,0.5333333333333332,36.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Phishing (Taking Password & Information),-0.5666666666666668,5.833333333333334,2.0666666666666664,6.0814814814814815,2.466065992929119,0.26036036036036037,27.0
The Prohibition of Child Marriage Act - 2006 - The Prohibition of Child Marriage Act - 2006,-0.6000000000000001,4.333333333333334,2.311111111111112,11.822222222222225,3.4383458555273676,0.16874999999999973,12.0
Kidnapping - Kidnapping,-0.6000000000000001,4.333333333333334,2.311111111111112,11.822222222222225,3.4383458555273676,0.16874999999999973,12.0
Juvenile Justice Act - Juvenile Justice Act,-0.6000000000000001,4.333333333333334,2.311111111111112,11.822222222222225,3.4383458555273676,0.16874999999999973,12.0
Juvenile Justice Act,-0.6333333333333334,13.833333333333332,5.333333333333333,63.32592592592592,7.957758850701994,0.04051627384960732,96.0
"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS) - Machinery - Related",-0.65,13.25,2.811111111111111,9.183333333333332,3.030401513551188,0.23472222222222228,90.0
Kidnapping & Abduction of Women: (Sec.366 IPC),-0.6500000000000001,10.25,4.888888888888889,29.40555555555555,5.422688959875493,0.08741379310344832,63.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Of Cycle,-0.6500000000000002,5.694444444444446,1.3716049382716053,2.7635802469135804,1.6624019510676653,0.5047566371681416,22.0
"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS) - Public Sector Undertaking Official",-0.6833333333333336,14.750000000000002,1.7851851851851857,3.9981481481481485,1.9995369834409535,0.43776041666666654,102.0
"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS) - Others",-0.6833333333333336,12.63888888888889,1.460493827160494,3.0598765432098762,1.7492502803229377,0.5043,83.0
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Due to Other Causes,-0.7000000000000001,10.38888888888889,2.479012345679012,8.16543209876543,2.857522020696504,0.28574514038876897,62.0
"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS) - Police Personnel",-0.7166666666666668,45.69444444444445,3.3604938271604947,20.452469135802467,4.52244061716707,0.14340744570837638,379.0
"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS) - At Residential Premises",-0.7166666666666668,13.916666666666668,1.9888888888888887,5.242592592592592,2.2896708480898718,0.3950854700854701,93.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Of Automobiles - Of Tractors,-0.7333333333333334,11.11111111111111,1.7876543209876543,4.217283950617283,2.053602675937408,0.45949367088607607,67.0
"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS) - In Other Places",-0.7333333333333335,43.11111111111111,4.479012345679012,37.99506172839507,6.164013443236077,0.0862232779097385,355.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - In Running Bus,-0.7833333333333334,12.25,1.6333333333333335,4.353703703703703,2.0865530675503328,0.4844298245614036,75.0
KARNATAKA STATE LOCAL ACTS - Karnataka Lottery Act,-0.8166666666666669,10.083333333333334,2.7074074074074073,10.442592592592593,3.231500053008292,0.2986318407960199,54.0
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Gifts, iPhone & Lottery Fraud",-0.8666666666666669,14.333333333333336,4.029629629629629,23.881481481481483,4.886868269299008,0.17333333333333334,90.0
COPY RIGHT ACT 1957 - By Company,-0.8833333333333334,16.305555555555557,3.7061728395061726,16.89691358024691,4.110585551992187,0.2353910614525141,107.0
MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS) - Other Places,-0.8833333333333335,16.75,3.15925925925926,15.909259259259263,3.9886412798419544,0.24640350877192962,111.0
MOLESTATION (Sec.354 IPC/74 BNS) - Public Place,-0.8833333333333339,182.9722222222222,8.101234567901239,84.82283950617288,9.209931569027692,0.057782501371365536,1607.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Loan App,-0.9166666666666669,19.916666666666668,4.5555555555555545,38.84259259259259,6.232382577521424,0.12604166666666683,138.0
"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS) - Agricultural Produce",-0.9166666666666669,8.027777777777779,1.71604938271605,5.756172839506174,2.3992025424099097,0.4932065217391304,31.0
EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS) - IPC 174 A/BNS 209,-0.9500000000000004,6.8611111111111125,3.65925925925926,29.637654320987647,5.4440476045849975,0.1687500000000003,19.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Of Automobies - of Three Wheelers,-0.9999999999999999,24.333333333333332,3.7777777777777786,26.0,5.0990195135927845,0.20408163265306123,174.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Of Accessories of Motor Vehicle,-1.0000000000000002,25.88888888888889,3.061728395061729,15.654320987654323,3.956554181058857,0.2986725663716814,188.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Fedex,-1.0000000000000004,8.111111111111112,1.4567901234567904,3.2098765432098757,1.791612832955233,0.675,28.0
"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS)) - Others",-1.0166666666666673,199.86111111111111,15.132098765432097,335.5043209876542,18.316777036030498,0.020125117184683572,1753.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - OLX Fraud,-1.05,18.805555555555557,4.228395061728396,28.67469135802469,5.354875475491908,0.20402673063742305,122.0
Offences against Public Servants (Sec.182-188-333-353 IPC),-1.05,12.472222222222221,4.386419753086419,25.26728395061728,5.026657333717635,0.22534065102195333,65.0
Immoral Traffic (prevention) Act.,-1.0500000000000003,30.25,10.444444444444443,183.7611111111111,13.555851545038072,0.03845930232558148,225.0
INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS) - Other Places,-1.0500000000000003,26.361111111111114,2.579012345679013,8.970987654320988,2.9951607059256418,0.45034039334341913,190.0
"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS) - At Residential Premises",-1.0833333333333335,199.52777777777777,12.0,242.27469135802468,15.565175596761659,0.03128393720999101,1747.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Of Snatching,-1.116666666666667,52.69444444444445,9.482716049382717,129.78580246913577,11.392357195468186,0.060195780439835644,424.0
"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS) - Chain Snatching",-1.1666666666666667,43.05555555555556,4.9753086419753085,49.76543209876543,7.054461857488878,0.15421737305916916,335.0
CHILDREN ACT - Juvenile Justice Act 1986,-1.2333333333333336,18.166666666666668,4.651851851851852,41.63703703703703,6.452676734273695,0.1958512160228899,108.0
Dowry Death-by other Means (Sec.304(B) IPC),-1.2500000000000002,12.583333333333334,3.3333333333333335,16.916666666666668,4.112987559751022,0.38109756097560976,57.0
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Crypto Currency, Bitcoin, etc.",-1.3500000000000005,12.972222222222225,2.2086419753086424,8.245061728395061,2.8714215518441493,0.5957324455205812,56.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Others,-1.4166666666666654,148.63888888888886,43.35185185185187,3423.5339506172836,58.51097290779981,0.0038929200043106293,1274.0
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - House,-1.4333333333333336,67.27777777777779,4.412345679012344,22.84691358024689,4.779844514233376,0.37479729729729794,541.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Fake Customer Care,-1.4999999999999998,29.72222222222222,7.037037037037037,72.95061728395063,8.541113351545608,0.17055025266704082,200.0
"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS) - Grievous Hurt",-1.5000000000000002,98.27777777777777,8.469135802469136,100.95061728395063,10.047418438780712,0.12936541737649043,817.0
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - Others",-1.6000000000000003,50.22222222222222,2.8691358024691365,11.550617283950626,3.398619908720395,0.5963761863675578,380.0
"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS) - Other Reasons",-1.6166666666666665,31.86111111111111,1.5802469135802468,3.859876543209877,1.9646568512617864,0.8186484918793503,214.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Job Fraud,-1.7500000000000002,54.19444444444444,14.086419753086421,330.94135802469134,18.1917937000366,0.058107870695713104,409.0
Abetment of Suicide (Sec.306 IPC),-1.8333333333333341,17.277777777777782,4.851851851851851,37.91358024691357,6.157400445554404,0.3714695047073272,73.0
ATTEMPT TO MURDER (Sec. 307 IPC/109BNS) - Due to Other Causes,-2.016666666666667,193.75,21.19259259259259,576.6648148148147,24.013846314466466,0.04490553306342793,1653.0
"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS) - Other Places",-2.1500000000000004,45.861111111111114,4.74074074074074,33.059876543209874,5.749771868797046,0.48244105141090066,316.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Other Items Not Included Above,-2.2166666666666663,150.97222222222223,11.383950617283947,162.89691358024675,12.763107520515792,0.1674249116607781,1259.0
Murder for other reasons,-2.5333333333333337,39.44444444444444,6.997530864197531,76.49876543209876,8.746357266433767,0.35868350238045965,241.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Credit Card Fraud,-2.5833333333333326,68.47222222222221,16.851851851851855,463.0895061728395,21.51951454314989,0.08765262441017663,500.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Social Media Cases (Instagram/Facebook/Whatsapp/X /Telegram etc),-2.6500000000000004,47.80555555555556,16.93827160493827,400.98580246913576,20.02462989593405,0.10454758491398342,311.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Digital Arrest,-3.3166666666666664,39.361111111111114,12.08395061728395,197.7265432098765,14.061527058249274,0.270547914009838,205.0
"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS) - Known Person",-3.350000000000001,50.30555555555556,5.139506172839505,41.20802469135803,6.419347684255623,0.644834007235582,302.0
EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS) - IPC 229 A/BNS 269,-3.5500000000000016,25.638888888888896,13.674074074074076,413.85987654320985,20.343546311870256,0.16875000000000018,71.0
Rape (Sec. 376 IPC) - 1.3  other Cases of Rape,-3.7333333333333347,80.00000000000001,27.718518518518515,1063.0814814814814,32.604930324745084,0.08037934127899526,552.0
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Dowry Harassment,-4.133333333333332,27.55555555555555,12.246913580246915,265.758024691358,16.30208651343005,0.30000000000000016,62.0
KARNATAKA POLICE ACT 1967 - Others,-4.2,68.33333333333334,6.622222222222226,73.28888888888892,8.56089299599574,0.6160651920838183,426.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Jewellery,-4.616666666666669,151.41666666666669,19.151851851851852,557.0203703703703,23.601278998612983,0.20324486119940677,1155.0
"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS) - Other - Related",-4.750000000000002,150.86111111111111,55.42592592592593,5697.237654320987,75.48004805457524,0.025722564708862916,1144.0
"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS) - Other Roads",-4.8500000000000005,1187.6944444444443,13.571604938271573,275.65246913580154,16.602784981315683,0.3626077647730538,10471.0
Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),-4.916666666666669,50.027777777777786,12.00617283950617,179.75617283950612,13.40731788388364,0.4727221699138119,229.0
MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS) - National Highways,-4.950000000000001,329.4166666666667,24.04074074074074,1074.2055555555553,32.775075218152516,0.13199407434009713,2742.0
"CHEATING (Sec.417 to 420 IPC/318(2)to 318(4), 319(2) BNS)",-5.266666666666666,446.66666666666663,99.52592592592595,23671.748148148148,153.85625807274837,0.007751230341701221,3783.0
"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS) - Simple Hurt",-5.300000000000001,1308.611111111111,87.10123456790126,11704.387654320997,108.186818302051,0.01574773884371583,11539.0
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - OTP Frauds (KYC Update, Apk Link)",-5.633333333333333,73.38888888888889,17.520987654320987,483.05432098765436,21.9784967863513,0.3045748613678374,407.0
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Husband And Relative(S) in Law,-6.000000000000001,40.0,17.77777777777778,560.0,23.664319132398465,0.30000000000000004,90.0
"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS) - Human - Related",-6.466666666666669,128.11111111111111,39.77777777777778,3216.943209876543,56.71810301726022,0.07975024191782576,862.0
KARNATAKA POLICE ACT 1963 - Gambling - Matka (78 Class C),-6.5,561.1666666666666,82.85185185185185,9625.666666666666,98.11048194085414,0.028430119103694196,4758.0
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Husband,-6.533333333333331,43.55555555555554,19.358024691358022,663.9802469135802,25.76781416638944,0.30000000000000016,98.0
Attempt to Commit murder for other reasons,-6.916666666666667,103.13888888888889,27.277777777777782,1139.756172839506,33.760275070554535,0.21864473483758495,617.0
Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC) - Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),-7.900000000000002,57.05555555555557,30.42962962962963,2049.513580246914,45.271553764443674,0.16874999999999996,158.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Of Sand,-7.983333333333335,144.58333333333334,15.244444444444447,347.7759259259258,18.6487513235049,0.549901735212348,942.0
KARNATAKA POLICE ACT 1966 - Betting,-8.31666666666667,104.69444444444446,62.76913580246914,8967.874691358023,94.69886319992455,0.048903761450112104,568.0
MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS) - State Highways,-10.000000000000002,279.22222222222223,11.358024691358025,242.17283950617286,15.561903466676975,0.733536187785264,2063.0
THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS) - Of Automobiles - Of Two Wheelers,-11.533333333333331,794.7777777777777,40.06913580246914,2271.980246913579,47.6652939455279,0.2807379035409995,6634.0
POCSO Act - POCSO Act,-13.200000000000001,95.33333333333333,50.84444444444445,5721.955555555554,75.64360882160207,0.16875000000000007,264.0
MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS) - Other Roads,-13.433333333333335,375.61111111111114,10.839506172839505,219.21728395061726,14.80598811125476,0.8458655231680006,2776.0
KARNATAKA STATE LOCAL ACTS - Karnataka Excise Act 1965,-13.466666666666674,923.7777777777778,183.1753086419753,50737.68395061728,225.25026959055404,0.023274002170316055,7708.0
"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS) - National Highways",-15.000000000000002,938.7777777777778,54.8641975308642,4049.283950617284,63.6339842428343,0.2703051444742065,7774.0
KARNATAKA POLICE ACT 1964 - Street Gambling (87),-15.300000000000004,652.1666666666666,120.07407407407408,24427.17777777778,156.2919632539619,0.06005130616956689,5181.0
Kidnapping & Abduction of Children - Kidnapping & Abduction of Children,-17.200000000000006,124.22222222222226,66.25185185185185,9715.239506172838,98.56591452511785,0.16874999999999996,344.0
Sub Total - Sub Total,-17.35000000000001,125.3055555555556,66.82962962962964,9885.43024691358,99.4255009889997,0.16875000000000007,347.0
"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS) - State Highways",-17.766666666666666,696.1666666666667,27.311111111111117,1278.7481481481489,35.75958819880549,0.6220200560518478,5466.0
"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS) - Missing - Boy",-18.233333333333334,273.1666666666667,65.89629629629628,5693.192592592593,75.45324772726879,0.28021333782859925,1638.0
Cyber Crimes,-24.550000000000004,453.30555555555554,78.01728395061728,10188.674691358023,100.93896517875554,0.28282564640901264,2975.0
Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),-28.23333333333333,305.5,78.37037037037037,8342.525925925926,91.33742894304572,0.3891242914869959,1479.0
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Investment Fraud (Part Time Job, Task, Review)",-30.383333333333336,343.25,61.04814814814816,4951.687037037037,70.36822462615521,0.5541430724800074,1722.0
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Investment Fraud (Trading & Share Trading),-33.01666666666667,392.86111111111114,78.01728395061727,9416.837654320989,97.0403918701949,0.43558258806675654,2050.0
Outraging modesty (Molestation) (sec.354 IPC),-56.51666666666668,600.5833333333334,152.66666666666666,29977.998148148148,173.14155523197817,0.4153169718640517,2862.0
